product_name,product_price,Rate,Review,text,labels,sentiment_code
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,3.0,good,please share a good operating manual how are we supposed to flush out water nothing like mentioned also dismantling back needs a specialist please design in such way where even elders can operate,positive,2
i kall ik22 40 w bluetooth home theatreblack 21 channel,1499.0,5.0,super,very good buds,positive,2
ifb neptune vx free standing 12 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,38490.0,4.0,wonderful,good product from ifbgot delivered in a day and installation done next daydishwasher is working good and happy with the quality of washing dishes come out spotless and sparkling cleanrecommended for washing utensilsgood product from ifb,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,1.0,utterly disappointed,waste product,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,4.0,pretty good,all over good product,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,mindblowing purchase,value of money,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,worth every penny,best fan,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,4.0,delightful,good,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,great product,nice operation and good quality chimney,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,4.0,good quality product,delivery and installation was on time it was given 500 for installation but the service man took 650 motion sensor was good chimney is working fine,positive,2
lg dfb424fp free standing 14 place settings intensive kadhai cleaning no prerinse required dishwasher,52990.0,5.0,highly recommended,it is very useful and working in good condition,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,valueformoney,very good,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,terrific,great product,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,5.0,perfect product,quality product,positive,2
prestige atlas delight electric rice cooker18 l blue,2399.0,4.0,really nice,quality is premium and goodbest for hostellers on this budget it is only applicable for maximum 2 persons capacity of rice is 500gmprestige model no atlas 1 litrei bought it rupees 1230go and check it,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,mindblowing purchase,good garments,positive,2
google nest hub 2nd gen display with google assistant smart speakercharcoal,6999.0,5.0,super,good one compared to alexa,positive,2
pigeon favourite electric kettle15 l silver black,699.0,3.0,just okay,a decent one with one problemmy unit just heats to one side only,neutral,1
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,worth every penny,camera doesnt matter if you have skill you still click photos like this and lences also define your clicks but if you dont have budget then this camera is for you it is best camera for learning photography but if you have a little more budget then try to buy at least 1300d or 1500d theses are not great cameras but better then 3000d,positive,2
whirlpool classic cf 60 bk hood 60 cm 750 mhr wall mounted chimneyblack 750 cmh,5298.0,4.0,good choice,ok,neutral,1
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,fabulous,no memory card,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,highly recommended,great product great delivery,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,excellent,cooler is nice but have some drawbacks as well i will focus on only draw backs because whatever feature it claims it has them upto mark 1 it is useful only for one person2 it will work only when proper cross ventilation is available other wise would create unbearable humidity in the atmosphere of your room or house3 front flabs are loos ened after use and they can not guide the air properly so everytime you will have to guide them in your direction it will irritate you especially i,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,fabulous,very very very nice product,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,1.0,worthless,never seen such a branded product that of bajaj which has shown problem within 60 days of use one of the fan is showing bearing problem and starts without rotating and with huge sound,negative,0
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,4.0,delightful,purchased in april 2021 before that visited nearby ifb points several times but this item was out of stock all the time luckily got in flipkart and also with around 3000 discount on mrp thanks to flipkart and my bank card used it rarely in first two months but from june using it almost every day once performance is ok cant say great vessels need bit of pre scrubbing if one wants good results used ifb dishwasher powder and also tablets so far recently bought finish tablets not used ye,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,fabulous,good product,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,just wow,niceeeeeeeproduct,positive,2
bosch sms66gi01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,44890.0,1.0,worthless,got defective product from the seller name electronic hut product looks old and all the paper work was not proper,negative,0
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,highly recommended,good,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,4.0,worth the money,excellent product installation is very good happy to buy this product,positive,2
konvio neer pen type tds 0012 digital tds meter,299.0,5.0,terrific purchase,very good product worth of money,positive,2
pigeon favourite electric kettle15 l silver black,699.0,2.0,slightly disappointed,not saying too bad but after using 1 week the product is not working then after someday it will on i buy this for hostel use but anyway not recommending,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,1.0,not recommended at all,suction is very low dont buy it,negative,0
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,5.0,super,good choice for small family 100 satisfied with features,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,delightful,yes product is good,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,excellent,good product worth the money,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,awesome,very nice and comfortable,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,valueformoney,very nice but you have to keep some precautions then only it will last long pros1 makes black tea in exact 5 mins 2 boiled egg in 20 mins 3 maggi in 15 mins 4 can make rice also but havent tried 5 any boiled items you can make where the base liquid is water note do not try to boil milk or any liquid other than waterclean the base with little soap and brush every time when you are done with the item overall very good product if you use it properly,positive,2
inalsa fiesta 650 w food processorwhite,5390.0,1.0,unsatisfactory,dont buy previous quality of this product was good but now it has degraded they have used low quality plastic everywhere within 1 month plastic spinner under vessle brokedlooks like every vessle is same go for good quality product,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,2.0,expected a better product,plz dont purchase if your ear size is smalland it has loud bass that suppres vocals and instruments sounds,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,classy product,awesome product,positive,2
bluechip bl43smarttv tv voltage stabilizer for led tvsmart tv up to 43 inches  set top boxroyal blue,1256.0,4.0,delightful,after 50 days use i am happy about the product,positive,2
google nest mini 2nd gen with google assistant with google assistant smart speakercharcoal,3499.0,5.0,terrific,i got this nest mini offer at just rs 1999 for buying new mobile positive 1great sound and good bass 2you can connect tv and speakers easy by commandnegative 1you can only play song available in gaana app if you want to play old movie song you need to be a premium member in you tube music2 so you pay 100 rs for youtube subscription for every month,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,terrific,very usefull item,positive,2
zebronics zebvita plus 16 w bluetooth laptopdesktop speakerblack stereo channel,1349.0,5.0,wonderful,super sound quality,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,super,exalent nice packing,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,2.0,slightly disappointed,sound quality not good,negative,0
bluechip 100 copper bl72smarttv32amp tv voltage stabilizer for led tvsmart tv up to 72  inches  set top box  home theater  with 3 years warranty  100 copper black gold,1547.0,4.0,good quality product,ok good,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,terrific,fitting choice very very cotton happy,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,mindblowing purchase,this is cooler is best for best cooling,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,simply awesome,these headphones are really good in such a price the sound quality is clear and crisp and the bass is really good the bass is not way too much but it feels enough its build quality is very good and has excellent quality plastic the headphones fit perfectly and give an immersive experience overall these headphones are awesome in such a price i would very strongly recommend to buy this,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,2.0,moderate,its not as good as expected suction power is low even on 3,negative,0
ifb neptune sx1 free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,44490.0,3.0,just okay,service provided by flipkart was good even the product reached before the expected provided time however i am badly unsatisfied with the demo and installation provided by the ifb moreover we fell that the engineer was inexperienced and locked the machine after the demo due to which we had again called him and unlocked itadding to it ifb have forced to buy 2 pipes which cost around 1400 and some other cost for salt and washing powder which means the pipe comes with machine is of no use,neutral,1
